,Country,Agricultural land  % of land area 2000-02,Agricultural land  % of land area 2014-16,Agricultural land  % irrigated 2014-16,Average annual precipitation  millimeters 2014,Land under cereal production  hectares thousands 2000-02,Land under cereal production  hectares thousands 2014-16,Fertilizer consumption  % of fertilizer production 2014-16,Fertilizer consumption  kilograms per hectare of arable land 2014-16,Agricultural employment  % of total employment 2000-02,Agricultural employment  % of total employment 2014-16,Agricultural machinery tractors per 100 sq. km of arable land 2000,Agricultural machinery tractors per 100 sq. km of arable land 2009,Exposure to impact Land area where elevation is below 5 meters % of land area 2010,Exposure to impact Population living in areas where elevation is below 5 meters % of total population 2010,"Exposure to impact Population affected by droughts, floods, and extreme temperatures average annual; % of total population 2009",Exposure to impact Urban land area where elevation is below 5 meters % of urban land area 2010,Exposure to impact Rural population living in areas where elevation is below 5 meters % of rural population 2010,Exposure to impact Rural land area where elevation is below 5 meters % of rural land area 2010,Exposure to impact Urban population living in areas where elevation is below 5 meters % of urban population 2010,"Resilience Disaster risk reduction progress score 1, worst to 5,best 2011",Net energy imports  % of energy use 1990,Net energy imports  % of energy use 2015,GDP per unit of energy use  2011 PPP $ per kilogram of oil equivalent 1990,GDP per unit of energy use  2011 PPP $ per kilogram of oil equivalent 2015,Carbon dioxide emissions Total thousand metric tons 1990,Carbon dioxide emissions Total thousand metric tons 2014,Carbon dioxide emissions Carbon intensity kilograms per kilograms of oil equivalent energy use 1990,Carbon dioxide emissions Carbon intensity kilograms per kilograms of oil equivalent energy use 2014,Carbon dioxide emissions per capita metric tons 1990,Carbon dioxide emissions per capita metric tons 2014,Carbon dioxide emissions  kilograms per 2011 PPP $ of GDP 1990,Carbon dioxide emissions  kilograms per 2011 PPP $ of GDP 2014,Access to electricity  % of population 2000,Access to electricity  % of population 2016,Access to electricity  % of urban population 2016,Access to electricity  % of rural population 2016,Access to clean fuels and technologies for cooking  % of population 2000,Access to clean fuels and technologies for cooking  % of population 2016,Renewable energy consumption  % of total final energy consumption 2000,Renewable energy consumption  % of total final energy consumption 2015,Renewable electricity output  % of total electricity output 2000,Renewable electricity output  % of total electricity output 2015,Annual freshwater withdrawals Flows billion cu. m 2014,Annual freshwater withdrawals  billion cu. m 2014,Annual freshwater withdrawals  % of internal resources 2014,Annual freshwater withdrawals  % for agriculture 2015,Annual freshwater withdrawals  % for industry 2014,Water productivity  % of domestic 2015,People using at least basic drinking water services GDP/water use 2010 $ per cu. m 2015,People using at least basic drinking water services Urban % of urban population 2018,People using at least basic drinking water services Rural % of Rural population 2018,Total greenhouse gas emissions  % change 1990-2012,Methane emissions  thousand metric tons of carbon dioxide equivalent 2012,Methane emissions  % change 1990-2012,Methane emissions From energy processes % of total 2008,Methane emissions Agricultural % of total 2008,Nitrous oxide emissions  thousand metric tons of carbon dioxide equivalent 2012,Nitrous oxide emissions  % change 1990-2012,Nitrous oxide emissions From energy processes % of total 2008,Nitrous oxide emissions Agricultural % of total 2008,Other greenhouse gas emissions  thousand metric tons of carbon dioxide equivalent 2012,Other greenhouse gas emissions  % change 1990-2012,Prevalence of smoking Male % of adults 2016,Prevalence of smoking female % of adults 2016,"Incidence of tuberculosis  per 100,000 people 2018",Prevalence of diabetes  % of population ages 20 to 79 2019,"Incidence of HIV Total per 1,000 uninfected population ages 15-49 2018",Prevalence of HIV Total % of population ages 15-49 2018,Prevalence of HIV Women's share of population ages 15+ living with HIV % 2018,"Prevalence of HIV Youth, Male % of population ages 15-24 2018","Prevalence of HIV Youth, Female % of population ages 15-24 2018",Antiretroviral therapy coverage  % of people living with HIV 2018,"Cause of death Communicable diseases and maternal, prenatal, and nutrition conditions % of population 2016",Cause of death Non-communicable diseases % of population 2016,Cause of death Injuries % of population 2016,Health expenditure Current % of GDP 2016,Health expenditure Public % of current 2016,Health expenditure Out of pocket % of current 2016,Health expenditure per capita $ 2016,Health expenditure per capita current PPP $ 2016,External health expenditure (% of current health expenditure)   2016,"Health workers Physicians per 1,000 people 2009-18","Health workers Nurses and midwives per 1,000 people 2009-18","Specialist surgical workforce  per 100,000 population 2008-18",Completeness of birth registration  % 2009-18,Completeness of death registration  % 2008-16,Rural population  % of total 2000,Rural population  % of total 2018,Rural population growth (annual %)   2018,Land area  sq. km thousands 2016,Land use Forest area % of land area 2000,Land use Forest area % of land area 2016,Land use Permanent cropland % of land area 2000,Land use Permanent cropland % of land area 2016,Land use Arable land % of land area 2000,Land use Arable land % of land area 2016,Arable land  hectares per person 2000,Arable land  hectares per person 2016,People using  safely managed drinking water services  % of population 2017,People using  safely managed sanitation services  % of population 2017,Access to electricity  % of population 2017,Renewable energy consumption  % of total final energy consumption 2015.1,Expenditures for R&D  % of GDP 2015,Urban population living in slums  % of urban population 2014,Ambient PM2.5 air pollution mean annual exposure micrograms per cubic meter 2016,Adjusted net savings  % of GNI 2017,Carbon dioxide emissions per capita metric tons 2014.1,Nationally protected terrestrial and marine areas  % of total territorial area 2018,"Intentional homicides Combined source estimates per 100,000 people 2015",Internet use Individuals using the Internet % of population 2017
10,Australia,58.0,48.0,0.6,534.0,0.0,0.0,222.1,68.1,4.4,2.6,0.0,0.0,0.6,4.5,3.0,0.0,0.9,0.6,3.6,4.0,-82.0,-190.0,5.7,8.0,0.0,0.0,3.1,2.9,15.5,15.4,0.5,0.4,100.0,100.0,100.0,100.0,100.0,100.0,8.4,9.2,8.4,13.6,492.0,16.8,3.1,61.0,16.0,23.0,78.0,100.0,100.0,57.9,0.0,9.1,32.0,56.8,0.0,-13.7,6.6,81.0,0.0,483.5,17.0,13.0,7.0,5.6,0.08,0.1,12.0,0.1,0.1,83.0,5.0,90.0,6.0,9.3,68.3,18.9,0.0,0.0,0.0,3.6,12.7,45.1,100.0,100.0,16.0,14.0,0.8,0.0,16.8,16.3,0.0,0.0,6.2,6.0,2.47,1.9,0.0,75.6,100.0,9.2,1.9,0.0,8.6,5.6,15.4,29.7,1.0,86.5
11,Austria,35.0,32.0,1.4,0.0,816.8,787.0,0.0,141.8,5.8,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,64.0,9.7,11.6,0.0,0.0,2.3,1.8,7.5,6.9,0.2,0.2,100.0,100.0,100.0,100.0,100.0,100.0,26.4,34.4,72.5,76.5,55.0,3.5,6.3,2.0,77.0,21.0,112.0,100.0,100.0,13.3,0.0,-20.2,24.5,48.0,0.0,-28.7,17.6,56.0,0.0,88.2,31.0,28.0,7.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,92.0,5.0,10.4,72.5,18.9,0.0,0.0,0.0,5.1,8.2,109.9,100.0,100.0,40.0,42.0,0.1,82.5,46.5,46.9,0.9,0.8,16.9,16.3,0.17,0.15,98.9,96.7,100.0,34.4,3.0,0.0,12.6,14.1,6.9,28.4,0.5,87.9
12,Azerbaijan,57.0,58.0,29.8,447.0,813.2,986.9,0.0,14.1,40.2,36.3,148.2,148.2,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,8.0,-310.0,2.8,11.2,0.0,0.0,3.1,2.6,7.6,3.9,1.2,0.2,98.9,100.0,100.0,100.0,73.2,95.5,2.1,2.3,8.2,7.0,8.1,12.0,147.5,84.0,19.0,0.0,4.0,99.3,81.6,-27.6,0.0,74.2,58.0,32.1,0.0,0.3,5.4,80.0,0.0,354.9,43.0,0.0,63.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,87.0,5.0,6.9,20.0,78.9,268.2,0.0,0.4,3.4,7.0,67.6,0.0,0.0,49.0,44.0,0.1,82.7,10.6,14.1,2.9,2.9,22.1,24.2,0.23,0.2,73.6,0.0,100.0,2.3,0.2,0.0,20.2,9.5,3.9,5.5,2.3,79.0
13,"Bahamas, The",1.0,1.0,0.0,0.0,0.1,0.1,0.0,144.0,3.7,2.7,163.3,0.0,52.9,20.3,0.0,1.0,8.5,51.9,11.8,0.0,0.0,0.0,12.3,0.0,0.0,0.0,3.0,0.0,7.6,6.5,0.2,0.2,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,227.0,60.2,4.8,2.0,131.0,119.4,19.6,16.1,772.0,-89.3,20.0,3.0,14.0,8.8,0.8,1.8,44.0,0.6,0.5,52.0,17.0,74.0,9.0,6.4,49.9,27.7,0.0,0.0,0.4,1.9,3.1,0.0,0.0,93.0,18.0,17.0,0.4,10.0,51.4,51.4,0.4,0.4,0.7,0.8,0.02,0.02,0.0,0.0,100.0,1.2,0.0,0.0,17.7,7.1,6.5,8.6,37.7,85.0
14,Bahrain,13.0,11.0,0.0,83.0,0.0,0.0,0.7,0.0,1.5,1.1,75.0,75.0,34.0,34.3,0.0,21.3,9.9,12.7,24.3,0.0,-173.0,-62.0,3.3,4.1,0.0,0.0,2.4,2.2,25.1,23.5,0.7,0.5,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.7,0.0,87.7,92.1,0.5,131.0,80.8,23.7,11.3,0.0,-87.4,38.0,6.0,11.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,83.0,10.0,4.9,61.4,28.0,0.0,0.0,0.0,0.9,2.5,14.4,0.0,88.0,12.0,11.0,4.0,0.8,0.5,0.8,4.5,3.9,2.8,2.1,0.0,0.0,99.0,96.0,100.0,0.0,0.1,0.0,69.9,20.4,23.5,1.7,0.5,95.9
15,Bangladesh,72.0,71.0,59.7,0.0,0.0,0.0,392.4,289.4,59.8,42.7,1.2,1.2,9.6,8.9,4.6,0.6,7.1,9.0,1.8,4.0,16.0,17.0,10.7,13.4,0.0,0.0,1.2,2.1,0.2,0.5,0.1,0.2,32.0,75.9,94.0,66.0,7.2,17.7,59.0,34.7,4.7,1.2,105.0,35.9,34.2,88.0,2.0,10.0,3.0,97.5,96.8,44.7,0.0,20.7,11.5,68.9,0.0,64.7,7.6,82.9,0.0,-87.0,45.0,1.0,221.0,9.2,0.02,0.1,36.0,0.1,0.1,22.0,26.0,67.0,8.0,2.4,18.0,71.9,34.2,90.6,7.6,0.5,0.3,2.9,20.2,0.0,76.0,63.0,-0.2,130.2,11.3,11.0,3.5,6.4,64.1,59.6,0.07,0.05,55.4,0.0,88.0,34.7,0.0,55.1,60.1,24.5,0.5,4.9,2.5,15.0
16,Barbados,40.0,23.0,0.0,0.0,0.1,0.0,0.0,113.8,3.5,2.9,0.0,0.0,0.7,0.7,0.0,0.5,0.2,0.2,0.5,4.0,0.0,0.0,12.0,0.0,0.0,0.0,3.3,0.0,4.1,4.5,0.3,0.3,100.0,100.0,100.0,100.0,97.4,99.4,13.6,2.8,0.0,0.0,0.1,0.1,87.5,0.0,8.0,0.0,0.0,0.0,0.0,28.4,109.0,-15.0,8.4,18.5,59.0,-16.1,13.0,43.4,47.0,-128.6,15.0,2.0,0.0,13.4,1.1,1.5,34.0,0.3,0.2,50.0,13.0,83.0,4.0,7.0,45.9,45.2,0.0,0.0,1.7,2.5,6.0,17.2,99.0,100.0,66.0,69.0,0.2,0.4,14.7,14.7,2.3,2.3,34.9,16.3,0.06,0.02,0.0,0.0,100.0,2.8,0.0,0.0,23.5,0.0,4.5,0.0,10.9,81.8
17,Belarus,44.0,42.0,0.4,618.0,0.0,0.0,11.6,146.6,11.1,9.7,118.9,86.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,87.0,1.9,6.1,0.0,0.0,2.4,2.3,8.6,6.7,1.1,0.4,100.0,100.0,100.0,100.0,93.7,98.2,5.0,6.8,0.1,0.8,34.0,1.5,4.5,32.0,32.0,36.0,42.0,96.0,98.3,-40.9,0.0,-10.9,7.0,53.8,0.0,-31.0,5.4,71.2,0.0,-98.7,46.0,11.0,31.0,5.0,0.4,0.5,43.0,0.1,0.1,59.0,3.0,91.0,7.0,6.3,61.4,35.8,318.0,0.0,0.2,4.1,11.4,124.2,100.0,100.0,30.0,21.0,-2.3,203.0,40.8,42.6,0.6,0.5,30.2,28.0,0.61,0.6,94.5,80.5,100.0,6.8,0.5,0.0,18.9,21.2,6.7,9.4,3.6,74.4
18,Belgium,46.0,45.0,0.0,847.0,310.5,327.5,0.0,318.5,1.8,1.3,0.0,0.0,7.7,11.2,0.0,4.9,1.2,2.8,10.0,0.0,73.0,80.0,6.3,9.0,0.0,0.0,2.2,1.8,10.6,8.3,0.4,0.2,100.0,100.0,100.0,100.0,100.0,100.0,1.4,9.2,1.3,20.8,12.0,6.0,50.0,1.0,88.0,12.0,78.0,100.0,100.0,-3.3,0.0,-25.7,14.7,57.9,0.0,-13.5,8.0,31.3,0.0,472.5,31.0,25.0,9.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,86.0,6.0,10.0,84.1,15.9,0.0,0.0,0.0,3.3,11.1,89.8,100.0,100.0,3.0,2.0,-1.6,30.3,22.0,22.6,0.7,0.8,28.5,28.1,0.08,0.07,99.5,97.1,100.0,9.2,2.5,0.0,12.8,12.0,8.3,24.6,2.0,87.7
19,Belize,7.0,7.0,0.0,0.0,23.0,28.9,0.0,466.2,23.4,15.1,0.0,0.0,6.1,20.5,0.8,0.4,7.5,5.7,13.1,0.0,0.0,0.0,8.9,0.0,312.0,495.0,2.9,0.0,1.7,1.4,0.3,0.2,79.0,97.0,98.0,96.2,78.2,85.4,34.6,35.0,70.1,45.2,15.3,0.0,0.0,0.0,0.0,0.0,0.0,98.9,97.2,148.1,228.0,34.5,13.4,56.4,200.0,54.3,9.5,72.4,195.0,310.0,0.0,0.0,30.0,17.1,1.3,1.9,47.0,0.8,1.0,28.0,19.0,67.0,13.0,6.1,66.3,22.9,303.6,541.4,3.8,1.1,1.7,10.5,96.0,100.0,55.0,54.0,1.7,22.8,64.0,59.7,1.5,1.4,2.8,3.4,0.26,0.21,0.0,0.0,98.3,35.0,0.0,10.8,23.1,-0.9,1.4,20.6,33.1,47.1
20,Benin,30.0,33.0,0.0,0.0,960.1,0.0,0.0,14.7,44.4,42.1,0.8,0.0,1.0,11.9,0.9,0.1,3.4,0.9,8.4,0.0,-7.0,47.0,4.4,4.8,708.0,0.0,0.4,1.5,0.1,0.6,0.1,0.3,20.7,41.6,70.9,16.4,1.8,6.4,70.3,50.9,2.4,5.6,10.3,0.0,0.0,0.0,0.0,0.0,0.0,75.7,58.2,-28.9,0.0,36.4,13.4,45.8,0.0,30.4,2.5,62.6,0.0,-54.0,12.0,1.0,56.0,1.0,0.58,1.0,61.0,0.2,0.4,61.0,54.0,36.0,10.0,3.9,20.5,43.5,30.4,83.5,30.5,0.2,0.6,1.9,85.6,0.0,62.0,53.0,1.7,112.8,44.9,37.8,2.4,4.4,21.1,23.9,0.35,0.25,0.0,0.0,43.1,50.9,0.0,61.5,38.4,-3.4,0.6,23.5,1.1,20.0
21,Bermuda,7.0,6.0,0.0,0.0,0.0,0.0,0.0,177.1,0.0,0.0,0.0,0.0,11.9,11.9,0.0,4.5,7.3,7.4,4.5,0.0,0.0,0.0,0.0,0.0,502.0,576.0,0.0,0.0,8.5,8.8,0.2,0.1,100.0,100.0,100.0,100.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,-3.1,31.0,28.6,3.8,4.7,21.0,46.9,16.6,13.5,39.0,-100.0,0.0,0.0,4.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,18.5,18.5,0.0,0.0,7.4,5.6,0.01,0.0,0.0,0.0,100.0,2.4,0.2,0.0,11.7,0.0,8.8,0.0,6.5,98.4
22,Bhutan,13.0,14.0,0.0,0.0,59.0,52.1,0.0,13.3,64.3,57.6,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,128.0,0.0,2.3,0.0,0.2,1.4,0.1,0.2,31.2,99.8,99.9,99.7,31.7,52.5,91.4,86.9,100.0,100.0,78.0,0.3,0.4,94.0,1.0,5.0,4.0,98.0,96.7,157.5,0.0,92.6,36.4,42.8,555.0,210.4,34.4,42.1,-393.0,0.0,0.0,0.0,149.0,10.3,0.2,0.3,30.0,0.1,0.1,37.0,21.0,69.0,11.0,3.5,74.0,20.1,91.3,293.1,4.8,0.4,1.5,2.9,100.0,0.0,75.0,59.0,0.0,38.1,65.5,72.5,0.5,0.2,2.7,2.6,0.18,0.14,36.2,0.0,97.7,86.9,0.0,0.0,37.2,23.3,1.4,48.0,1.5,48.1
23,Bolivia,34.0,35.0,0.7,0.0,768.3,0.0,0.0,7.6,42.4,29.2,19.1,19.1,0.0,0.0,1.3,0.0,0.0,0.0,0.0,2.3,-89.0,-178.0,9.7,8.0,0.0,0.0,2.2,2.4,0.8,1.9,0.2,0.3,70.0,91.8,99.5,74.9,65.3,64.0,27.4,17.5,51.5,31.4,303.5,2.1,0.7,92.0,2.0,7.0,9.0,99.4,78.1,222.7,0.0,3.5,44.6,48.3,0.0,-33.4,1.6,53.7,0.0,285.4,0.0,0.0,108.0,6.8,0.2,0.3,32.0,0.1,0.1,44.0,22.0,65.0,13.0,6.9,65.7,28.0,213.0,496.3,3.2,1.6,0.7,33.9,92.0,0.0,38.0,31.0,0.3,0.0,55.5,50.3,0.2,0.2,2.9,4.1,0.37,0.4,0.0,22.9,91.8,17.5,0.0,43.5,21.4,0.8,1.9,30.9,6.3,43.8
24,Bosnia and Herzegovina,41.0,43.0,0.0,0.0,341.6,319.3,193.7,131.8,18.8,16.8,322.2,0.0,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.0,34.0,23.0,0.0,4.8,0.0,0.0,3.4,2.8,3.6,6.4,0.0,0.6,100.0,100.0,100.0,100.0,38.1,63.4,19.4,40.8,48.8,35.5,35.5,0.3,0.9,0.0,15.0,0.0,54.0,94.8,97.3,-13.4,0.0,-31.6,47.8,42.1,0.0,-10.8,10.2,70.7,0.0,-7.3,48.0,30.0,25.0,9.0,0.01,0.1,15.0,0.1,0.1,67.0,2.0,95.0,4.0,9.2,70.8,28.7,443.8,0.0,0.2,2.0,6.3,32.3,0.0,89.0,58.0,52.0,-1.5,51.2,42.7,42.7,2.0,2.0,19.5,20.0,0.27,0.3,88.8,21.6,100.0,40.8,0.2,0.0,27.6,0.0,6.4,1.4,1.6,64.9
25,Botswana,46.0,46.0,0.0,416.0,96.5,100.3,0.0,89.6,20.8,23.4,76.8,120.8,0.0,0.0,0.7,0.0,0.0,0.0,0.0,3.0,29.0,44.0,9.0,12.4,0.0,0.0,2.2,2.6,2.1,3.4,0.2,0.2,27.2,60.6,77.9,24.0,45.1,64.1,36.6,28.9,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,97.1,75.5,514.0,0.0,-26.8,11.8,79.9,0.0,-58.7,2.9,93.9,0.0,0.0,34.0,6.0,275.0,5.8,7.4,20.3,57.0,4.9,8.9,83.0,46.0,46.0,8.0,5.5,55.9,5.2,379.9,931.3,6.7,0.4,3.3,3.6,88.0,0.0,47.0,31.0,-0.2,566.7,22.1,18.9,0.0,0.0,0.6,0.5,0.21,0.12,0.0,0.0,62.8,28.9,0.5,0.0,23.6,26.6,3.4,29.1,0.0,47.0
26,Brazil,32.0,34.0,0.0,0.0,0.0,0.0,535.0,186.1,20.0,10.2,138.0,113.3,0.6,2.6,0.5,0.0,0.5,0.6,2.0,4.5,26.0,12.0,11.0,10.4,0.0,0.0,1.5,1.7,1.4,2.6,0.1,0.2,94.4,99.7,99.9,98.5,86.9,95.6,42.8,43.8,89.5,74.0,0.0,74.8,1.3,60.0,17.0,23.0,30.0,99.5,89.7,86.1,0.0,49.2,9.8,75.0,0.0,36.8,3.7,81.5,0.0,99.3,18.0,10.0,45.0,10.4,0.0,0.5,0.0,0.0,0.0,66.0,14.0,74.0,12.0,11.8,33.2,43.6,0.0,0.0,0.1,2.1,9.7,55.5,96.0,93.0,19.0,13.0,-1.1,0.0,62.4,58.9,0.9,0.8,6.9,9.7,0.33,0.39,0.0,49.3,100.0,43.8,1.3,22.3,12.7,6.1,2.6,28.6,28.4,67.5
27,Brunei Darussalam,2.0,3.0,0.0,0.0,0.5,1.0,0.0,141.8,1.1,1.0,0.0,0.0,0.4,1.6,0.0,0.3,0.5,0.1,1.1,2.8,-806.0,-357.0,12.7,8.8,0.0,0.0,3.6,2.6,23.9,22.2,0.3,0.3,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.3,0.0,25.7,97.6,0.3,342.0,-40.1,4.9,27.9,0.0,-96.0,31.0,2.0,68.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,85.0,7.0,2.3,94.9,5.1,630.6,0.0,0.0,1.8,6.6,0.0,0.0,89.0,29.0,22.0,-0.4,5.3,75.3,72.1,0.8,1.1,0.4,0.9,0.01,0.01,0.0,0.0,100.0,0.0,0.0,0.0,5.9,34.6,22.2,9.0,0.5,94.9
28,Bulgaria,49.0,46.0,0.0,608.0,0.0,0.0,141.4,125.5,10.7,6.8,98.4,172.0,0.2,0.7,0.0,0.1,0.1,0.1,0.6,3.5,66.0,37.0,2.9,6.6,0.0,0.0,2.6,2.4,8.5,5.9,0.9,0.4,100.0,100.0,100.0,100.0,65.0,88.7,8.0,17.7,6.6,18.0,21.0,5.6,27.2,15.0,69.0,16.0,10.0,99.5,98.0,-37.1,0.0,-24.8,12.4,15.8,0.0,-49.9,7.9,49.9,0.0,227.0,44.0,30.0,22.0,6.0,0.1,0.1,22.0,0.1,0.1,41.0,2.0,95.0,3.0,8.2,50.6,48.0,612.5,0.0,0.0,4.0,5.3,112.7,100.0,100.0,31.0,25.0,-2.1,108.6,30.5,35.4,2.3,1.3,31.9,32.2,0.43,0.49,96.9,64.4,100.0,17.7,1.0,0.0,19.3,14.8,5.9,28.3,1.8,63.4
29,Burkina Faso,39.0,44.0,0.0,748.0,0.0,0.0,0.0,21.8,75.9,29.7,5.7,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0,0.0,0.0,0.0,0.1,0.2,0.1,0.1,9.2,23.7,62.6,8.4,2.8,8.9,85.4,74.2,25.2,9.4,12.5,0.8,6.5,0.0,3.0,0.0,0.0,79.9,35.0,261.4,0.0,106.6,19.9,70.4,0.0,75.3,5.5,89.5,0.0,0.0,24.0,2.0,48.0,7.3,0.2,0.7,61.0,0.2,0.4,62.0,56.0,33.0,11.0,6.8,40.1,31.4,40.9,115.6,23.5,0.1,0.6,0.6,76.9,0.0,82.0,71.0,2.0,273.6,22.8,19.3,0.3,0.4,13.5,21.9,0.32,0.32,0.0,0.0,25.5,74.2,0.7,65.8,41.5,-9.0,0.2,14.9,0.6,16.0
30,Burundi,71.0,79.0,0.0,0.0,223.4,289.2,0.0,5.4,92.2,91.8,1.8,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,209.0,440.0,0.0,0.0,0.0,0.0,0.0,0.1,3.1,9.3,59.4,2.2,0.6,0.8,93.2,95.7,98.0,82.7,10.1,0.0,0.0,0.0,0.0,0.0,0.0,89.8,56.6,123.5,0.0,58.4,50.7,22.6,789.0,17.3,25.0,60.2,0.0,636.0,0.0,0.0,111.0,5.1,0.2,1.0,62.0,0.5,0.6,80.0,56.0,32.0,12.0,6.2,29.1,30.5,18.5,50.3,38.6,0.1,0.7,0.4,83.5,0.0,92.0,87.0,2.8,25.7,7.7,10.9,14.0,13.6,37.4,46.7,0.15,0.11,0.0,0.0,9.3,95.7,0.0,57.9,38.7,-19.0,0.0,7.6,4.5,2.7
31,Cabo Verde,18.0,20.0,0.0,228.0,34.1,31.7,0.0,0.0,16.9,13.8,10.9,11.7,2.7,7.2,6.6,0.1,6.5,2.6,0.7,0.0,0.0,0.0,19.5,0.0,95.0,491.0,3.3,0.0,0.3,0.9,0.2,0.2,58.6,90.6,93.6,85.1,56.8,71.1,29.0,26.6,5.4,20.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,93.1,75.8,80.8,151.0,82.0,3.0,39.4,81.0,85.0,2.7,82.4,0.0,-100.0,17.0,2.0,46.0,2.4,0.3,0.6,54.0,0.1,0.2,89.0,20.0,70.0,10.0,5.2,56.8,26.0,159.1,347.6,15.1,0.8,1.2,16.0,91.0,0.0,47.0,34.0,-0.2,4.0,20.4,22.5,0.5,1.0,10.9,12.4,0.1,0.09,0.0,0.0,92.9,26.6,0.0,0.0,33.4,11.7,0.9,0.0,8.6,57.2
32,Cambodia,28.0,31.0,0.0,0.0,0.0,0.0,0.0,17.4,67.5,31.1,5.9,5.9,0.0,0.5,0.1,0.0,0.2,0.0,0.3,0.0,0.0,33.0,0.0,7.5,0.0,0.0,0.0,1.0,0.1,0.4,0.0,0.1,16.6,76.8,99.3,70.3,4.7,17.7,81.1,64.9,0.2,46.4,120.6,2.2,1.8,94.0,2.0,4.0,4.0,97.3,72.9,552.6,0.0,137.6,3.7,63.2,0.0,329.1,1.7,51.9,0.0,0.0,34.0,2.0,302.0,6.4,0.1,0.5,53.0,0.1,0.1,81.0,26.0,64.0,10.0,6.1,21.8,58.6,77.7,228.6,18.9,0.2,1.0,4.2,73.3,0.0,81.0,77.0,1.0,176.5,65.4,52.9,0.8,0.9,21.0,21.5,0.3,0.24,25.8,0.0,89.1,64.9,0.1,55.1,25.2,13.1,0.4,20.6,0.0,32.4
33,Cameroon,19.0,21.0,0.0,0.0,890.8,0.0,0.0,9.7,64.9,46.8,0.9,0.0,1.7,2.2,0.0,0.0,0.4,1.7,1.9,4.3,-120.0,-28.0,7.1,9.3,0.0,0.0,0.3,0.9,0.1,0.3,0.0,0.1,41.0,60.1,92.2,20.6,9.9,23.0,84.5,76.5,98.9,76.1,273.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3,39.0,3.5,0.0,15.9,13.3,62.3,0.0,32.9,1.5,77.0,0.0,-3.6,0.0,0.0,186.0,6.0,1.6,3.6,66.0,0.7,1.8,52.0,54.0,35.0,11.0,4.7,13.3,69.5,64.5,169.3,9.3,0.1,0.9,1.2,66.0,0.0,54.0,44.0,1.3,472.7,46.8,39.3,2.5,3.3,12.6,13.1,0.38,0.26,0.0,0.0,61.4,76.5,0.0,37.8,73.2,4.5,0.3,10.4,1.2,23.2
34,Canada,7.0,7.0,1.4,537.0,0.0,0.0,25.4,87.6,2.1,1.9,159.1,162.5,3.6,5.6,0.0,0.3,2.0,3.3,3.7,3.5,-31.0,-73.0,3.8,5.7,0.0,0.0,2.1,1.9,15.7,15.2,0.5,0.4,100.0,100.0,100.0,100.0,100.0,100.0,21.5,22.0,60.6,63.0,0.0,38.8,1.4,12.0,80.0,14.0,40.0,99.6,98.9,68.7,0.0,38.5,42.1,26.8,0.0,-27.5,17.9,65.4,0.0,809.1,17.0,12.0,6.0,7.6,0.0,0.0,0.0,0.0,0.0,69.0,6.0,88.0,6.0,10.5,73.4,14.6,0.0,0.0,0.0,2.6,9.9,43.9,100.0,100.0,21.0,19.0,1.1,0.0,38.2,38.2,0.7,0.5,5.0,4.8,1.49,1.21,98.9,82.3,100.0,22.0,1.7,0.0,6.5,6.5,15.2,6.5,1.7,91.0
